,,,MIN,MIN,MIN,MIN,MIN,MIN,TREY_A,TREY_A,TREY_A,TREY_A,TREY_A,TREY_A,TREY_M,TREY_M,TREY_M,TREY_M,TREY_M,TREY_M,FTM,FTM,FTM,FTM,FTM,FTM,FTA,FTA,FTA,FTA,FTA,FTA,PTS,PTS,PTS,PTS,PTS,PTS,FGM,FGM,FGM,FGM,FGM,FGM,FGA,FGA,FGA,FGA,FGA,FGA
,,,mean,amin,amax,std,sum,count_nonzero,mean,amin,amax,std,sum,count_nonzero,mean,amin,amax,std,sum,count_nonzero,mean,amin,amax,std,sum,count_nonzero,mean,amin,amax,std,sum,count_nonzero,mean,amin,amax,std,sum,count_nonzero,mean,amin,amax,std,sum,count_nonzero,mean,amin,amax,std,sum,count_nonzero
team_id,team_name_x,player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Mount St Mary's,K. Nwandu,7.882352941176471,1,21,5.988346526182921,134,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4117647058823529,0.0,4.0,1.175735064194511,7.0,2.0,0.5882352941176471,0.0,6.0,1.6977493752543307,10.0,2.0,1.2352941176470589,0,6,1.786386428124731,21,7,0.4117647058823529,0.0,2.0,0.6183469424008423,7.0,6.0,0.9411764705882353,0.0,4.0,1.1974237050483696,16.0,8.0
116,Mount St Mary's,M. Sallah,20.736842105263158,9,31,6.21684186762198,394,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42105263157894735,0.0,2.0,0.6924826089821247,8.0,6.0,0.9473684210526315,0.0,4.0,1.2681431837544703,18.0,8.0,5.7894736842105265,0,14,4.540912137548542,110,16,2.6842105263157894,0.0,6.0,2.135744251723958,51.0,15.0,5.7894736842105265,0.0,13.0,3.3429685305864356,110.0,18.0
116,Mount St Mary's,M. Wilson,27.210526315789473,15,37,7.223256785999736,517,19,2.6315789473684212,0.0,8.0,1.8015587792486036,50.0,18.0,0.8947368421052632,0.0,3.0,0.9941348467724342,17.0,11.0,2.3684210526315788,0.0,6.0,1.9779486094826593,45.0,15.0,3.210526315789474,0.0,10.0,2.6787009158342463,61.0,15.0,10.736842105263158,2,26,6.96692268479466,204,19,3.736842105263158,1.0,9.0,2.663375161606413,71.0,19.0,8.368421052631579,1.0,16.0,3.6849623293082727,159.0,19.0
116,Mount St Mary's,R. Gomes,6.222222222222222,1,14,4.250336395760244,112,18,0.05555555555555555,0.0,1.0,0.2357022603955158,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,1.0,0.32338083338177726,2.0,2.0,0.16666666666666666,0.0,2.0,0.5144957554275265,3.0,2.0,1.8888888888888888,0,6,2.138963159732493,34,10,0.8888888888888888,0.0,3.0,1.0226199851298272,16.0,10.0,1.7777777777777777,0.0,6.0,1.7675358572136375,32.0,14.0
116,Mount St Mary's,R. Miller Jr.,5.0,3,7,1.9148542155126764,35,7,0.42857142857142855,0.0,1.0,0.5345224838248488,3.0,3.0,0.2857142857142857,0.0,1.0,0.48795003647426666,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0,5,2.0354009783964293,8,2,0.42857142857142855,0.0,2.0,0.7867957924694432,3.0,2.0,0.8571428571428571,0.0,2.0,0.6900655593423543,6.0,5.0
116,Mount St Mary's,S. Gurdon,1.5,1,2,0.7071067811865476,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Mount St Mary's,W. Miller,15.875,1,32,8.452810183601665,254,16,4.3125,0.0,10.0,3.2397273547836294,69.0,13.0,1.125,0.0,5.0,1.3601470508735443,18.0,10.0,0.1875,0.0,3.0,0.7499999999999999,3.0,1.0,0.375,0.0,6.0,1.4999999999999998,6.0,1.0,3.5625,0,15,4.2734646365683195,57,10,1.125,0.0,5.0,1.3601470508735443,18.0,10.0,4.4375,0.0,11.0,3.4247870980057527,71.0,13.0
120,Maryland,A. Cowan,30.0,23,34,3.5590260840104366,300,10,2.2,1.0,4.0,1.2292725943057181,22.0,10.0,0.5,0.0,1.0,0.5270462766947299,5.0,5.0,3.8,0.0,8.0,2.250925735484551,38.0,9.0,4.9,0.0,13.0,3.573047252229764,49.0,9.0,10.1,2,19,4.976611966656298,101,10,2.9,0.0,5.0,1.66332999331662,29.0,9.0,7.1,5.0,10.0,1.5238839267549946,71.0,10.0
120,Maryland,D. Dodd,19.9,12,29,5.173651192984184,199,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,3.0,1.0327955589886444,12.0,7.0,2.0,0.0,4.0,1.4142135623730951,20.0,8.0,6.6,0,15,4.765617600176404,66,9,2.7,0.0,6.0,1.9465068427541912,27.0,9.0,4.3,1.0,11.0,2.9078437983419185,43.0,10.0
120,Maryland,D. Wiley,7.333333333333333,1,11,5.507570547286102,22,3,1.3333333333333333,0.0,2.0,1.1547005383792517,4.0,2.0,0.3333333333333333,0.0,1.0,0.5773502691896258,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3,1.7320508075688772,3,1,0.3333333333333333,0.0,1.0,0.5773502691896258,1.0,1.0,2.0,0.0,4.0,2.0,6.0,2.0
120,Maryland,I. Bender,14.2,8,22,5.370702416299421,142,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,3.0,1.1352924243950933,8.0,4.0,1.3,0.0,6.0,1.888562063228706,13.0,5.0,4.8,0,10,3.457680661303984,48,9,2.0,0.0,5.0,1.699673171197595,20.0,8.0,3.1,1.0,6.0,1.66332999331662,31.0,10.0
120,Maryland,J. Brantley,17.2,11,23,4.049691346263317,172,10,2.6,0.0,5.0,1.7126976771553504,26.0,9.0,0.9,0.0,2.0,0.7378647873726218,9.0,7.0,0.4,0.0,2.0,0.8432740427115678,4.0,2.0,0.6,0.0,2.0,0.9660917830792959,6.0,3.0,4.3,0,12,3.945461527713414,43,8,1.5,0.0,5.0,1.6499158227686108,15.0,8.0,4.1,2.0,10.0,2.5582111805799856,41.0,10.0
120,Maryland,J. Jackson,28.9,23,33,3.3149493041204856,289,10,3.2,0.0,7.0,2.2010098692292237,32.0,9.0,1.8,0.0,5.0,1.7511900715418263,18.0,7.0,2.2,0.0,5.0,1.8135294011647258,22.0,7.0,3.0,0.0,8.0,2.581988897471611,30.0,8.0,12.8,0,28,8.297255235585105,128,9,4.4,0.0,9.0,3.025814858109391,44.0,9.0,9.0,4.0,15.0,3.464101615137755,90.0,10.0
120,Maryland,J. Nickens,10.5,6,19,4.249182927993988,105,10,2.5,0.0,6.0,1.7159383568311668,25.0,9.0,1.2,0.0,4.0,1.3165611772087666,12.0,6.0,0.5,0.0,2.0,0.8498365855987975,5.0,3.0,0.6,0.0,2.0,0.8432740427115678,6.0,4.0,4.3,0,12,4.029061098237818,43,7,1.3,0.0,4.0,1.2516655570345725,13.0,7.0,2.8,0.0,7.0,1.9888578520235065,28.0,9.0
120,Maryland,K. Huerter,29.5,24,37,3.689323936863109,295,10,4.6,3.0,8.0,1.7126976771553504,46.0,10.0,2.0,0.0,5.0,1.3333333333333333,20.0,9.0,0.3,0.0,1.0,0.48304589153964794,3.0,3.0,0.6,0.0,2.0,0.9660917830792959,6.0,3.0,8.1,2,19,4.653553003411002,81,10,2.9,1.0,7.0,1.66332999331662,29.0,10.0,6.4,4.0,10.0,2.0110804171997807,64.0,10.0
120,Maryland,L.G. Gill,11.4,6,18,4.168666186896929,114,10,0.2,0.0,1.0,0.42163702135578396,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.7071067811865476,5.0,4.0,1.0,0.0,2.0,1.0540925533894598,10.0,5.0,2.9,0,10,3.0349812373573437,29,8,1.2,0.0,4.0,1.3165611772087666,12.0,7.0,2.2,0.0,6.0,1.9321835661585915,22.0,8.0
120,Maryland,M. Cekovsky,7.8,2,18,6.099180272790763,39,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,3.0,1.3038404810405297,6.0,3.0,2.4,0.0,6.0,2.6076809620810595,12.0,3.0,4.4,1,10,3.507135583350036,22,5,1.6,0.0,4.0,1.51657508881031,8.0,4.0,3.0,1.0,5.0,1.5811388300841898,15.0,5.0
120,Maryland,M. Trimble,32.3,30,36,1.7669811040931431,323,10,5.6,2.0,11.0,2.716206504995115,56.0,10.0,2.1,0.0,5.0,1.66332999331662,21.0,9.0,2.7,0.0,7.0,2.2135943621178655,27.0,8.0,3.9,0.0,10.0,3.3813212407775355,39.0,8.0,17.4,11,32,7.47142705393168,174,10,6.3,4.0,12.0,2.4517567397911058,63.0,10.0,13.7,9.0,17.0,2.5407785333546005,137.0,10.0
127,Michigan State,A. Ellis III,23.666666666666668,5,36,10.988630487917955,213,9,3.3333333333333335,0.0,7.0,2.4494897427831783,30.0,7.0,1.4444444444444444,0.0,3.0,1.3333333333333333,13.0,6.0,1.1111111111111112,0.0,3.0,1.3642254619787417,10.0,4.0,1.7777777777777777,0.0,4.0,1.922093765778466,16.0,5.0,9.0,0,20,6.0,81,8,3.2222222222222223,0.0,7.0,2.2791323885295576,29.0,8.0,6.0,0.0,13.0,3.937003937005905,54.0,8.0
127,Michigan State,C. George,1.0,1,1,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Michigan State,C. Winston,20.555555555555557,11,25,4.156654637779976,185,9,2.111111111111111,1.0,3.0,0.7817359599705715,19.0,9.0,0.6666666666666666,0.0,2.0,0.8660254037844386,6.0,4.0,0.3333333333333333,0.0,2.0,0.7071067811865476,3.0,2.0,0.5555555555555556,0.0,2.0,0.8819171036881969,5.0,3.0,4.111111111111111,1,10,3.05959329178097,37,9,1.5555555555555556,0.0,4.0,1.3333333333333333,14.0,7.0,4.888888888888889,3.0,7.0,1.364225461978742,44.0,9.0
127,Michigan State,E. Harris,23.142857142857142,12,36,8.745066636463697,162,7,2.142857142857143,1.0,4.0,1.4638501094227998,15.0,7.0,0.8571428571428571,0.0,3.0,1.2149857925879117,6.0,3.0,1.0,0.0,4.0,1.4142135623730951,7.0,4.0,1.1428571428571428,0.0,4.0,1.4638501094227998,8.0,4.0,8.714285714285714,2,21,6.824326235712107,61,7,3.4285714285714284,1.0,7.0,2.370453040886408,24.0,7.0,7.571428571428571,4.0,12.0,3.1547394428670255,53.0,7.0
127,Michigan State,G. Roy,1.0,1,1,,1,1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
127,Michigan State,J. Langford,21.444444444444443,15,30,4.530759073022729,193,9,2.3333333333333335,0.0,4.0,1.4142135623730951,21.0,8.0,1.0,0.0,3.0,0.9999999999999999,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,1.0,0.33333333333333337,1.0,1.0,5.888888888888889,0,9,2.848001248439177,53,8,2.4444444444444446,0.0,4.0,1.2360330811826103,22.0,8.0,4.777777777777778,0.0,8.0,2.488864087178013,43.0,8.0
127,Michigan State,K. Ahrens,6.0,2,9,2.598076211353316,54,9,0.8888888888888888,0.0,2.0,0.927960727138337,8.0,5.0,0.2222222222222222,0.0,1.0,0.44095855184409843,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5555555555555556,0,4,1.5898986690282426,14,5,0.6666666666666666,0.0,2.0,0.7071067811865476,6.0,5.0,1.6666666666666667,0.0,4.0,1.5,15.0,6.0
127,Michigan State,K. Goins,16.88888888888889,7,26,6.313565641625271,152,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,4.0,1.4142135623730951,6.0,2.0,0.7777777777777778,0.0,4.0,1.3944333775567925,7.0,3.0,4.222222222222222,0,10,4.2946995755750415,38,6,1.7777777777777777,0.0,5.0,1.855921454276674,16.0,6.0,2.6666666666666665,0.0,5.0,1.9364916731037085,24.0,8.0
127,Michigan State,L. Nairn Jr.,22.0,14,30,6.082762530298219,198,9,1.4444444444444444,0.0,5.0,1.5898986690282426,13.0,7.0,0.5555555555555556,0.0,2.0,0.7264831572567789,5.0,4.0,0.1111111111111111,0.0,1.0,0.33333333333333337,1.0,1.0,0.2222222222222222,0.0,2.0,0.6666666666666667,2.0,1.0,4.0,2,13,3.4641016151377544,36,9,1.6666666666666667,1.0,5.0,1.3228756555322954,15.0,9.0,4.444444444444445,2.0,11.0,2.6034165586355513,40.0,9.0
127,Michigan State,M. Bridges,34.0,31,37,2.2677868380553634,272,8,6.0,4.0,11.0,2.2677868380553634,48.0,8.0,2.625,1.0,4.0,1.3024701806293193,21.0,8.0,2.125,0.0,4.0,1.1259916264596033,17.0,7.0,2.75,0.0,5.0,1.7525491637693282,22.0,7.0,16.5,11,24,4.3094580368566735,132,8,5.875,4.0,9.0,1.807721533549109,47.0,8.0,13.125,9.0,17.0,2.9489707647632883,105.0,8.0
127,Michigan State,M. McQuaid,18.77777777777778,5,27,7.3786478737262176,169,9,2.111111111111111,0.0,5.0,1.5365907428821481,19.0,8.0,0.6666666666666666,0.0,3.0,1.0,6.0,4.0,0.6666666666666666,0.0,5.0,1.6583123951776997,6.0,2.0,1.1111111111111112,0.0,6.0,2.0275875100994063,10.0,3.0,3.5555555555555554,0,11,4.126472801046649,32,5,1.1111111111111112,0.0,4.0,1.3642254619787417,10.0,5.0,3.3333333333333335,0.0,6.0,2.0615528128088303,30.0,8.0
127,Michigan State,M. Van Dyk,4.714285714285714,0,14,4.46147530585589,33,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.37796447300922725,1.0,1.0,0.2857142857142857,0.0,2.0,0.7559289460184545,2.0,1.0,0.7142857142857143,0,3,1.2535663410560174,5,2,0.2857142857142857,0.0,1.0,0.48795003647426666,2.0,2.0,0.42857142857142855,0.0,2.0,0.7867957924694431,3.0,2.0
127,Michigan State,N. Ward,21.22222222222222,12,33,6.704061787039588,191,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2222222222222223,1.0,6.0,1.855921454276674,29.0,9.0,5.777777777777778,1.0,13.0,3.5276684147527875,52.0,9.0,13.222222222222221,6,22,5.562773089426212,119,9,5.0,2.0,9.0,2.345207879911715,45.0,9.0,9.444444444444445,5.0,18.0,4.216370213557839,85.0,9.0
130,Michigan,B. Hibbitts,1.0,1,1,,1,1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
130,Michigan,D. Robinson,20.818181818181817,13,36,7.305041845440474,229,11,4.0,1.0,9.0,2.1447610589527217,44.0,11.0,1.5454545454545454,0.0,3.0,1.1281521496355325,17.0,8.0,0.5454545454545454,0.0,3.0,1.2135597524338357,6.0,2.0,0.7272727272727273,0.0,4.0,1.618079669911781,8.0,2.0,7.7272727272727275,2,15,4.383854675759887,85,11,2.8181818181818183,1.0,6.0,1.6624188291872668,31.0,11.0,5.909090909090909,3.0,12.0,2.8090761988435076,65.0,11.0
130,Michigan,D. Walton Jr.,35.09090909090909,29,41,3.3001377381723147,386,11,6.454545454545454,3.0,9.0,2.46429041972071,71.0,11.0,2.3636363636363638,1.0,4.0,0.8090398349558905,26.0,11.0,4.7272727272727275,0.0,14.0,4.197401793750727,52.0,10.0,5.7272727272727275,1.0,15.0,4.197401793750727,63.0,11.0,15.818181818181818,9,25,4.935953440181174,174,11,4.363636363636363,2.0,7.0,1.433368568981982,48.0,11.0,11.272727272727273,7.0,15.0,2.6111648393354674,124.0,11.0
130,Michigan,D.J. Wilson,31.0,20,44,7.576278769950324,341,11,3.5454545454545454,2.0,8.0,1.8090680674665818,39.0,11.0,1.1818181818181819,0.0,4.0,1.2504544628399563,13.0,7.0,0.36363636363636365,0.0,2.0,0.8090398349558905,4.0,2.0,0.5454545454545454,0.0,3.0,1.0357254813546264,6.0,3.0,10.454545454545455,0,28,8.153080845467391,115,10,4.454545454545454,0.0,11.0,3.266914028977083,49.0,10.0,9.0,4.0,18.0,4.3817804600413295,99.0,11.0
130,Michigan,I. Watson,3.3333333333333335,1,7,2.422120283277993,20,6,0.5,0.0,2.0,0.8366600265340756,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.408248290463863,1.0,1.0,0.3333333333333333,0.0,2.0,0.816496580927726,2.0,1.0,0.8333333333333334,0,2,0.9831920802501751,5,3,0.3333333333333333,0.0,1.0,0.5163977794943223,2.0,2.0,1.0,0.0,3.0,1.0954451150103321,6.0,4.0
130,Michigan,J. Teske,2.2857142857142856,1,4,1.2535663410560174,16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.37796447300922725,1.0,1.0
130,Michigan,M. Donnal,12.181818181818182,7,20,4.37762908017986,134,11,0.6363636363636364,0.0,2.0,0.8090398349558905,7.0,5.0,0.36363636363636365,0.0,2.0,0.674199862463242,4.0,3.0,1.4545454545454546,0.0,8.0,2.423371055519,16.0,5.0,1.7272727272727273,0.0,9.0,2.7601053998320095,19.0,5.0,5.090909090909091,0,12,3.832872172524032,56,10,1.6363636363636365,0.0,5.0,1.433368568981982,18.0,9.0,2.5454545454545454,1.0,5.0,1.4396969378057567,28.0,11.0
130,Michigan,M. Wagner,26.727272727272727,16,35,5.711232950789332,294,11,2.3636363636363638,0.0,4.0,1.3618169680781094,26.0,10.0,1.0,0.0,3.0,1.0954451150103321,11.0,6.0,2.272727272727273,0.0,6.0,1.793929156399945,25.0,9.0,3.090909090909091,0.0,7.0,2.165850662190053,34.0,9.0,9.454545454545455,2,15,3.4165373220158557,104,11,3.090909090909091,0.0,6.0,1.7580981459830651,34.0,10.0,6.545454545454546,2.0,11.0,2.8762349126466136,72.0,11.0
130,Michigan,S. Lonergan,2.0,1,4,1.2649110640673518,12,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0,2,1.0327955589886446,4,2,0.3333333333333333,0.0,1.0,0.5163977794943223,2.0,2.0,0.5,0.0,1.0,0.5477225575051661,3.0,3.0
130,Michigan,X. Simpson,8.909090909090908,4,14,3.144981572427586,98,11,0.8181818181818182,0.0,2.0,0.873862897505303,9.0,6.0,0.09090909090909091,0.0,1.0,0.30151134457776363,1.0,1.0,0.36363636363636365,0.0,2.0,0.8090398349558905,4.0,2.0,0.36363636363636365,0.0,2.0,0.8090398349558905,4.0,2.0,1.3636363636363635,0,6,1.9116865471476894,15,5,0.45454545454545453,0.0,2.0,0.6875516509523286,5.0,4.0,1.3636363636363635,0.0,4.0,1.3618169680781094,15.0,8.0
130,Michigan,Z. Irvin,35.63636363636363,30,44,4.031692628976749,392,11,4.090909090909091,1.0,6.0,1.9725387425622576,45.0,11.0,1.3636363636363635,0.0,4.0,1.5015143870590968,15.0,6.0,0.7272727272727273,0.0,3.0,1.1908743922772957,8.0,4.0,1.5454545454545454,0.0,8.0,2.6594599588501557,17.0,4.0,11.181818181818182,0,20,6.063302430494158,123,10,4.545454545454546,0.0,9.0,2.6594599588501557,50.0,10.0,11.363636363636363,8.0,16.0,2.9076701075853597,125.0,11.0
135,Minnesota,A. Coffey,32.8,18,38,6.014796569941312,328,10,3.0,1.0,6.0,1.4142135623730951,30.0,10.0,1.0,0.0,3.0,1.1547005383792515,10.0,5.0,2.0,0.0,5.0,1.7638342073763937,20.0,8.0,2.7,1.0,5.0,1.3374935098492586,27.0,10.0,10.4,4,17,4.005551702879947,104,10,3.7,1.0,7.0,1.7029386365926402,37.0,10.0,8.3,4.0,13.0,3.1989581637360205,83.0,10.0
135,Minnesota,A. Gilbert,5.666666666666667,2,13,6.3508529610858835,17,3,1.6666666666666667,0.0,4.0,2.0816659994661326,5.0,2.0,0.6666666666666666,0.0,2.0,1.1547005383792517,2.0,1.0,0.3333333333333333,0.0,1.0,0.5773502691896258,1.0,1.0,0.6666666666666666,0.0,2.0,1.1547005383792517,2.0,1.0,2.3333333333333335,0,7,4.041451884327381,7,1,0.6666666666666666,0.0,2.0,1.1547005383792517,2.0,1.0,1.6666666666666667,0.0,4.0,2.0816659994661326,5.0,2.0
135,Minnesota,A. Springs,24.2,17,35,7.671013260609347,242,10,5.4,3.0,8.0,1.577621275493231,54.0,10.0,1.9,0.0,4.0,1.5238839267549948,19.0,8.0,0.4,0.0,2.0,0.8432740427115678,4.0,2.0,0.6,0.0,3.0,1.07496769977314,6.0,3.0,8.3,0,16,5.4984846397287805,83,9,3.0,0.0,6.0,2.0,30.0,9.0,8.1,5.0,14.0,2.8848262031225076,81.0,10.0
135,Minnesota,B. Konate,10.1,4,20,4.508017549014447,101,10,0.1,0.0,1.0,0.31622776601683794,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,5.0,1.5491933384829668,8.0,4.0,1.1,0.0,7.0,2.183269719175042,11.0,4.0,2.0,0,7,2.309401076758503,20,6,0.6,0.0,2.0,0.6992058987801011,6.0,5.0,1.2,1.0,2.0,0.4216370213557839,12.0,10.0
135,Minnesota,D. McBrayer,25.7,15,36,6.272515001532036,257,10,2.5,0.0,6.0,1.90029237516523,25.0,9.0,0.6,0.0,3.0,0.9660917830792958,6.0,4.0,1.5,0.0,3.0,1.1785113019775793,15.0,7.0,2.1,0.0,5.0,1.7919573407620817,21.0,7.0,8.3,4,18,4.321779468896785,83,10,3.1,1.0,6.0,1.66332999331662,31.0,10.0,8.6,4.0,12.0,2.4585451886114367,86.0,10.0
135,Minnesota,E. Curry,19.9,9,28,5.2588549662027715,199,10,1.2,0.0,5.0,1.6865480854231356,12.0,5.0,0.3,0.0,2.0,0.6749485577105528,3.0,2.0,0.9,0.0,3.0,1.1972189997378646,9.0,5.0,1.4,0.0,4.0,1.577621275493231,14.0,6.0,5.2,0,11,3.32665998663324,52,9,2.0,0.0,5.0,1.4907119849998598,20.0,9.0,5.1,1.0,9.0,2.6012817353502227,51.0,10.0
135,Minnesota,J. Murphy,26.1,14,34,6.640783086353596,261,10,1.2,0.0,4.0,1.3165611772087666,12.0,6.0,0.2,0.0,2.0,0.6324555320336759,2.0,1.0,2.2,0.0,5.0,1.8135294011647258,22.0,9.0,3.1,0.0,6.0,1.911950719959998,31.0,9.0,8.8,2,17,5.202563470700445,88,10,3.2,0.0,8.0,2.573367875415838,32.0,8.0,7.2,2.0,15.0,4.366539438350084,72.0,10.0
135,Minnesota,M. Hurt,5.5,2,8,2.4289915602982237,33,6,0.16666666666666666,0.0,1.0,0.408248290463863,1.0,1.0,0.16666666666666666,0.0,1.0,0.408248290463863,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,3,1.224744871391589,3,1,0.16666666666666666,0.0,1.0,0.408248290463863,1.0,1.0,0.16666666666666666,0.0,1.0,0.408248290463863,1.0,1.0
135,Minnesota,N. Mason,34.0,29,38,3.055050463303893,340,10,3.9,1.0,6.0,1.7919573407620817,39.0,10.0,1.2,0.0,3.0,0.9189365834726815,12.0,8.0,3.1,0.0,8.0,2.8067379246694513,31.0,8.0,4.4,0.0,10.0,3.3065591380365986,44.0,9.0,15.9,7,31,6.556591255285698,159,10,5.8,2.0,11.0,2.573367875415838,58.0,10.0,15.0,8.0,20.0,3.6209268304000717,150.0,10.0
135,Minnesota,R. Lynch,24.5,15,34,6.948221195225278,245,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.5634719199411433,20.0,7.0,2.9,0.0,8.0,2.766867462592951,29.0,7.0,7.6,2,15,4.857983120596447,76,10,2.8,0.0,6.0,2.1499353995462798,28.0,8.0,6.1,2.0,10.0,3.178049716414141,61.0,10.0
135,Minnesota,S. Sharp,2.0,2,2,,2,1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
150,Duke,A. Jefferson,27.714285714285715,20,37,7.250615737399726,194,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,0.0,8.0,2.935821455580639,11.0,3.0,2.2857142857142856,0.0,9.0,3.093772546815388,16.0,5.0,7.571428571428571,4,14,4.157609203101499,53,7,3.0,2.0,5.0,1.1547005383792515,21.0,7.0,5.0,2.0,9.0,2.943920288775949,35.0,7.0
150,Duke,A. Vrankovic,4.0,2,6,2.8284271247461903,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2,1.4142135623730951,2,1,0.5,0.0,1.0,0.7071067811865476,1.0,1.0,0.5,0.0,1.0,0.7071067811865476,1.0,1.0
150,Duke,C. Jeter,16.0,6,25,9.539392014169456,48,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.5773502691896258,1.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,0.3333333333333333,0,1,0.5773502691896258,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,2.0,1.1547005383792517,2.0,1.0
150,Duke,F. Jackson,20.333333333333332,10,32,7.54983443527075,183,9,2.7777777777777777,0.0,5.0,1.5634719199411433,25.0,8.0,0.6666666666666666,0.0,3.0,1.0,6.0,4.0,2.0,0.0,6.0,1.8027756377319946,18.0,7.0,2.3333333333333335,0.0,7.0,2.1213203435596424,21.0,7.0,6.444444444444445,2,16,5.637178175095921,58,9,1.8888888888888888,0.0,6.0,2.204792759220492,17.0,5.0,5.888888888888889,1.0,11.0,3.370624736026114,53.0,9.0
