,,,FTA,FTA,FTA,FTA,FTA,FTA,FGM,FGM,FGM,FGM,FGM,FGM,TREY_M,TREY_M,TREY_M,TREY_M,TREY_M,TREY_M,MIN,MIN,MIN,MIN,MIN,MIN,FTM,FTM,FTM,FTM,FTM,FTM,PTS,PTS,PTS,PTS,PTS,PTS,FGA,FGA,FGA,FGA,FGA,FGA,TREY_A,TREY_A,TREY_A,TREY_A,TREY_A,TREY_A
,,,mean,amin,amax,std,sum,count_nonzero,mean,amin,amax,std,sum,count_nonzero,mean,amin,amax,std,sum,count_nonzero,mean,amin,amax,std,sum,count_nonzero,mean,amin,amax,std,sum,count_nonzero,mean,amin,amax,std,sum,count_nonzero,mean,amin,amax,std,sum,count_nonzero,mean,amin,amax,std,sum,count_nonzero
team_id,team_name_x,player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Arizona,K. Tarczewski,4.44,0,9,2.46779253585,111,23,3.12,1,7,1.45258390463,78,25,0.0,0,0,0.0,0,0,27.08,15,40,5.33010318849,677,25,3.2,0,7,2.0,80,23,9.44,4,16,3.18956632371,236,25,5.88,2,14,2.71293199325,147,25,0.0,0,0,0.0,0,0
12,Arizona,M. Tollefsen,1.15151515152,0,6,1.58353268283,38,16,2.72727272727,0,7,1.82470421015,90,30,0.787878787879,0,3,0.739830037812,26,21,22.3333333333,5,36,7.65125262076,737,33,0.939393939394,0,6,1.51944467527,31,15,7.18181818182,0,19,4.70674081408,237,31,5.24242424242,1,11,2.83978765745,173,33,2.18181818182,0,4,1.33357005474,72,30
12,Arizona,P. Cruz,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2.66666666667,2,4,0.816496580928,16,6,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.333333333333,0,1,0.516397779494,2,2,0.333333333333,0,1,0.516397779494,2,2
12,Arizona,R. Anderson,6.5,0,17,3.56506345236,208,31,5.3125,2,11,2.07033579947,170,32,0.0625,0,1,0.245934688419,2,2,29.125,19,36,3.9899066203,932,32,4.84375,0,11,2.61644150117,155,31,15.53125,5,31,5.45943619327,497,32,9.71875,4,17,3.26500876845,311,32,0.21875,0,1,0.420013440645,7,7
21,San Diego State,A. Chol,1.0625,0,4,1.24272074044,34,15,1.5625,0,5,1.13414739897,50,27,0.0,0,0,0.0,0,0,13.6875,6,25,4.70029168621,438,32,0.8125,0,3,1.06066017178,26,13,3.9375,0,12,2.66322021911,126,28,3.1875,1,7,1.82168833424,102,32,0.0,0,0,0.0,0,0
21,San Diego State,B. Perez,0.0869565217391,0,1,0.28810406552,2,2,1.04347826087,0,4,1.29608714878,24,13,0.652173913043,0,3,1.02729546304,15,8,9.73913043478,0,21,6.7232121064,224,22,0.0434782608696,0,1,0.208514414057,1,1,2.78260869565,0,11,3.54139830805,64,13,3.04347826087,0,10,2.6710273963,70,17,2.26086956522,0,7,2.11525608388,52,16
21,San Diego State,D. Allen,2.125,0,9,2.04387361518,68,24,1.84375,0,4,1.39375045205,59,27,0.75,0,3,0.842423539174,24,17,21.5,11,32,5.65685424949,688,32,1.3125,0,5,1.44663123687,42,20,5.75,0,15,3.95947210558,184,29,5.0625,1,10,2.24237057741,162,32,2.78125,0,7,1.77317602787,89,30
21,San Diego State,D. Williams,0.705882352941,0,3,1.04670350878,12,6,0.411764705882,0,3,0.870260272089,7,4,0.0,0,0,0.0,0,0,6.41176470588,0,17,5.23281501117,109,16,0.411764705882,0,3,0.870260272089,7,4,1.23529411765,0,9,2.51320044377,21,6,0.941176470588,0,3,1.14403825522,16,9,0.117647058824,0,1,0.332105582078,2,2
21,San Diego State,J. Hemsley,3.93548387097,0,10,2.64493835934,122,27,4.06451612903,1,7,1.71144157308,126,31,1.25806451613,0,4,1.12450706046,39,23,28.6774193548,15,38,5.59992319456,889,31,3.03225806452,0,10,2.30193934133,94,26,12.4193548387,2,23,4.86329239335,385,31,9.16129032258,4,16,3.03421350813,284,31,3.29032258065,0,7,2.03623096901,102,30
21,San Diego State,M. Pope,1.46875,0,6,1.90049866122,47,17,2.46875,0,7,2.01581449159,79,27,0.9375,0,3,1.01401469735,30,18,20.21875,7,37,6.28738816998,647,32,1.0,0,6,1.58623107783,32,12,6.875,0,20,5.20390672104,220,30,6.09375,1,12,2.85520887886,195,32,2.625,0,5,1.56060368799,84,29
21,San Diego State,M. Shrigley,0.0,0,0,0.0,0,0,0.571428571429,0,4,1.15786844704,8,4,0.5,0,4,1.0919284282,7,4,10.7857142857,5,19,3.94536868568,151,14,0.0,0,0,0.0,0,0,1.64285714286,0,12,3.38792295928,23,4,2.71428571429,0,9,2.3346411824,38,12,2.5,0,9,2.44162619202,35,11
21,San Diego State,N. Federico,0.0,0,0,0.0,0,0,0.4,0,2,0.894427191,2,1,0.2,0,1,0.4472135955,1,1,1.6,1,3,0.894427191,8,5,0.0,0,0,0.0,0,0,1.0,0,5,2.2360679775,5,1,1.2,0,3,1.30384048104,6,3,0.8,0,2,0.836660026534,4,3
21,San Diego State,P. U'u,0.285714285714,0,2,0.755928946018,2,1,0.142857142857,0,1,0.377964473009,1,1,0.0,0,0,0.0,0,0,1.57142857143,1,3,0.786795792469,11,7,0.285714285714,0,2,0.755928946018,2,1,0.571428571429,0,2,0.975900072949,4,2,0.571428571429,0,2,0.786795792469,4,3,0.428571428571,0,1,0.534522483825,3,3
21,San Diego State,S. Spencer,1.375,0,8,2.15151859347,44,14,1.46875,0,5,1.39085434408,47,22,0.0,0,0,0.0,0,0,24.3125,15,33,5.23904386746,778,32,0.75,0,6,1.45912037134,24,11,3.6875,0,15,3.43076686622,118,24,2.625,0,5,1.38540782397,84,31,0.0,0,0,0.0,0,0
21,San Diego State,T. Kell,3.9375,0,12,3.38819106747,126,26,4.3125,0,9,2.24955192671,138,29,1.9375,0,4,1.31829557604,62,27,29.375,12,37,6.22041384372,940,32,2.59375,0,7,2.24124641302,83,25,13.15625,0,27,6.2326371729,421,30,10.625,3,17,3.94109858599,340,32,5.03125,1,12,2.58387524666,161,32
21,San Diego State,W. Shepard,5.48387096774,0,15,3.23389308978,170,29,3.58064516129,0,7,2.01286186889,111,29,0.322580645161,0,2,0.599282725386,10,8,28.0322580645,16,40,4.93615147639,869,31,3.77419354839,0,10,2.52599389573,117,28,11.2580645161,0,19,5.01974595596,349,30,9.38709677419,3,16,3.35338057642,291,31,1.29032258065,0,4,1.21637572011,40,23
21,San Diego State,Z. Cheatham,4.28125,0,10,3.05048251075,137,27,2.46875,0,5,1.39085434408,79,30,0.09375,0,1,0.29614458108,3,3,21.8125,8,30,5.61356364302,698,32,3.125,0,7,2.39286574041,100,27,8.15625,0,17,4.04099456777,261,31,4.84375,1,10,2.45092971168,155,32,0.53125,0,3,0.761339015665,17,13
25,California,B. Chauca,0.25,0,2,0.707106781187,2,1,0.125,0,1,0.353553390593,1,1,0.125,0,1,0.353553390593,1,1,3.75,0,7,2.37546987833,30,7,0.25,0,2,0.707106781187,2,1,0.625,0,3,1.18773493917,5,2,0.875,0,2,0.834522960396,7,5,0.75,0,2,0.707106781187,6,5
25,California,B. Glapion,0.75,0,4,1.48804761829,6,2,0.125,0,1,0.353553390593,1,1,0.0,0,0,0.0,0,0,2.125,1,4,1.12599162646,17,8,0.5,0,4,1.41421356237,4,1,0.75,0,4,1.48804761829,6,2,0.875,0,2,0.640869944462,7,6,0.25,0,1,0.462910049886,2,2
25,California,C. Welle,1.2,0,4,1.788854382,6,2,0.2,0,1,0.4472135955,1,1,0.0,0,0,0.0,0,0,2.6,1,5,1.51657508881,13,5,0.2,0,1,0.4472135955,1,1,0.6,0,2,0.894427191,3,2,0.6,0,2,0.894427191,3,2,0.0,0,0,0.0,0,0
25,California,I. Rabb,4.54545454545,0,10,3.14335518486,150,30,4.72727272727,1,9,1.95692244469,156,33,0.030303030303,0,1,0.174077655956,1,1,28.3939393939,15,42,6.90986339382,937,33,3.0303030303,0,10,2.41718907624,100,29,12.5151515152,3,21,4.07063579279,413,33,7.60606060606,2,13,2.89330470591,251,33,0.030303030303,0,1,0.174077655956,1,1
25,California,J. Bird,1.39393939394,0,6,1.57994054357,46,20,3.78787878788,0,9,2.3552809779,125,31,1.84848484848,0,5,1.58353268283,61,25,26.7575757576,18,37,5.82575265004,883,33,0.939393939394,0,5,1.22319749886,31,18,10.3636363636,0,24,6.0612404971,342,32,8.18181818182,1,14,3.12704478556,270,33,4.51515151515,0,9,2.34682248105,149,31
25,California,J. Brown,6.51515151515,0,14,3.36453202653,215,31,4.90909090909,1,11,2.22715676878,162,33,0.909090909091,0,3,0.722998805481,30,24,27.9393939394,15,35,5.79838012907,922,33,4.24242424242,0,8,2.54988116182,140,30,14.9696969697,5,27,5.35889942342,494,33,11.2727272727,6,20,3.41204417535,372,33,3.0303030303,1,7,1.15879378248,100,33
25,California,J. Mathews,3.09090909091,0,10,2.81028953539,102,24,4.06060606061,0,10,1.96753961109,134,32,2.60606060606,0,6,1.36792255673,86,32,29.696969697,22,37,4.01936599855,980,33,2.45454545455,0,7,2.12265913848,81,24,13.1818181818,0,28,5.68140907618,435,32,9.78787878788,4,17,2.8587319715,323,33,6.24242424242,2,12,2.34561163439,206,33
25,California,K. Okoroh,0.466666666667,0,4,0.937102406112,14,8,0.633333333333,0,4,0.999425122114,19,12,0.0,0,0,0.0,0,0,10.7,1,22,6.01807621913,321,30,0.166666666667,0,2,0.461133037377,5,4,1.43333333333,0,10,2.29967513948,43,14,1.06666666667,0,5,1.31131240743,32,15,0.0,0,0,0.0,0,0
25,California,K. Rooks,1.25,0,6,1.68484707835,40,16,1.40625,0,4,1.04292934224,45,27,0.0,0,0,0.0,0,0,17.0,4,29,6.82972629688,544,32,0.6875,0,3,0.997981834472,22,12,3.5,0,11,2.44948974278,112,29,2.40625,0,6,1.66286528851,77,29,0.0,0,0,0.0,0,0
25,California,N. Hamilton,0.0,0,0,,0,0,0.0,0,0,,0,0,0.0,0,0,,0,0,2.0,2,2,,2,1,0.0,0,0,,0,0,0.0,0,0,,0,0,0.0,0,0,,0,0,0.0,0,0,,0,0
25,California,N. Kerr,0.0,0,0,0.0,0,0,0.428571428571,0,2,0.786795792469,3,2,0.428571428571,0,2,0.786795792469,3,2,1.57142857143,1,3,0.786795792469,11,7,0.0,0,0,0.0,0,0,1.28571428571,0,6,2.36038737741,9,2,0.857142857143,0,3,1.21498579259,6,3,0.857142857143,0,3,1.21498579259,6,3
25,California,R. Moute a Bidias,0.272727272727,0,2,0.702500173314,6,3,0.318181818182,0,2,0.56790036319,7,6,0.227272727273,0,1,0.428932027229,5,5,7.31818181818,0,23,6.38738610847,161,20,0.272727272727,0,2,0.702500173314,6,3,1.13636363636,0,5,1.80727246596,25,7,0.909090909091,0,3,0.971454035826,20,12,0.363636363636,0,2,0.581087203148,8,7
25,California,S. Domingo,0.379310344828,0,4,0.902923549344,11,6,0.620689655172,0,2,0.775232366246,18,13,0.379310344828,0,2,0.621851676358,11,9,10.5172413793,0,24,6.74865430848,305,28,0.103448275862,0,2,0.409252592819,3,2,1.72413793103,0,6,2.05107204937,50,14,1.79310344828,0,5,1.58968348927,52,21,1.1724137931,0,3,1.0374751466,34,20
25,California,S. Singer,0.848484848485,0,5,1.17582981659,28,14,1.33333333333,0,4,1.16368667031,44,23,0.30303030303,0,2,0.585493834556,10,8,19.6363636364,5,35,7.80952215975,648,33,0.515151515152,0,3,0.833712035163,17,11,3.48484848485,0,10,2.75137706568,115,26,3.42424242424,0,8,2.01603421087,113,32,1.09090909091,0,3,0.979911869878,36,22
25,California,T. Wallace,5.5,0,18,4.35889894354,154,26,5.39285714286,1,10,2.28261198199,151,28,0.892857142857,0,3,0.994029797388,25,16,32.1785714286,20,41,5.33370534417,901,28,3.57142857143,0,11,2.97431687057,100,24,15.25,5,26,5.56194077505,427,28,12.2142857143,6,22,3.81378729677,342,28,3.0,1,8,1.72132593165,84,28
30,USC,B. Boatwright,3.15625,0,10,2.35699884353,101,29,3.65625,0,9,2.23764529173,117,30,1.8125,0,5,1.40132425849,58,28,24.40625,12,41,6.32383802918,781,32,2.34375,0,8,1.91107763891,75,26,11.46875,0,23,5.82533053195,367,30,9.34375,4,18,3.32739726823,299,32,5.125,0,9,2.40630891214,164,31
30,USC,C. Metu,2.42424242424,0,7,2.00047342881,80,26,2.69696969697,0,8,2.02306772756,89,27,0.0,0,0,0.0,0,0,18.6060606061,9,28,4.56850217481,614,33,1.24242424242,0,5,1.34699440956,41,22,6.63636363636,0,21,4.55396929762,219,32,5.15151515152,0,10,2.39949489634,170,32,0.030303030303,0,1,0.174077655956,1,1
30,USC,D. Clark,1.23076923077,0,6,1.92473774437,32,9,1.0,0,5,1.29614813968,26,13,0.0,0,0,0.0,0,0,11.2307692308,2,17,4.49272916885,292,26,0.576923076923,0,3,0.945434373104,15,9,2.57692307692,0,10,2.7881617876,67,16,2.23076923077,0,5,1.63236496673,58,22,0.0,0,0,0.0,0,0
30,USC,E. Stewart,1.78787878788,0,6,2.01180229765,59,18,3.33333333333,0,9,2.32737334063,110,32,1.75757575758,0,6,1.34699440956,58,29,26.2424242424,11,49,6.45189072593,866,33,1.33333333333,0,4,1.55456317551,44,17,9.75757575758,0,27,6.6192442121,322,32,7.66666666667,1,17,3.52372908531,253,33,4.12121212121,1,9,2.11774608602,136,33
30,USC,J. Jacobs,4.13333333333,0,11,2.7384029241,124,29,4.16666666667,1,8,2.00143626589,125,30,0.5,0,3,0.731083277487,15,12,31.0333333333,18,53,6.32173772124,931,30,2.93333333333,0,8,2.14850923992,88,26,11.7666666667,3,19,4.88264578738,353,30,8.96666666667,2,17,4.02991685833,269,30,1.53333333333,0,5,1.25212463116,46,24
30,USC,J. McLaughlin,3.09090909091,0,10,2.89788324001,102,27,4.69696969697,1,9,2.44290872329,155,33,1.66666666667,0,5,1.21620995994,55,28,32.303030303,17,50,5.86027328973,1066,33,2.30303030303,0,9,2.67493981807,76,22,13.3636363636,2,25,6.85482577194,441,33,10.0606060606,5,16,3.1318863519,332,33,3.93939393939,1,8,1.49873684188,130,33
30,USC,K. Reinhardt,1.33333333333,0,5,1.51382517705,44,18,4.30303030303,1,10,2.17205042076,142,33,1.78787878788,0,7,1.76347625015,59,25,26.8787878788,18,36,4.03699745911,887,33,1.0303030303,0,4,1.26206300568,34,17,11.4242424242,2,29,5.9109554168,377,33,9.72727272727,3,16,2.89690273474,321,33,4.75757575758,1,9,2.26426454713,157,33
30,USC,M. Marquetti,0.730769230769,0,4,1.21844794087,19,8,0.653846153846,0,4,1.09333646028,17,9,0.192307692308,0,1,0.401918476234,5,5,7.42307692308,1,22,6.00781542275,193,26,0.461538461538,0,2,0.811456430415,12,7,1.96153846154,0,9,2.5215990043,51,13,1.80769230769,0,7,2.07883103246,47,18,0.769230769231,0,4,1.1066234159,20,12
30,USC,M. Martin,1.0,0,6,1.62480768093,26,9,0.615384615385,0,4,1.02281662391,16,10,0.0384615384615,0,1,0.196116135138,1,1,6.73076923077,1,14,3.74761462595,175,26,0.576923076923,0,4,1.1374735838,15,8,1.84615384615,0,9,2.34422367008,48,15,1.34615384615,0,5,1.52163879268,35,16,0.153846153846,0,1,0.367946484403,4,4
30,USC,N. Jovanovic,4.36363636364,0,11,3.32432494856,144,27,4.51515151515,0,11,2.7399955762,149,32,0.212121212121,0,1,0.415148750267,7,7,25.4545454545,18,48,5.89539496711,840,33,2.84848484848,0,10,2.56321590148,94,26,12.0909090909,2,28,6.2817375998,399,33,8.63636363636,2,16,3.37099931232,285,33,0.393939393939,0,2,0.555618683282,13,12
30,USC,S. Dhillon,0.0,0,0,0.0,0,0,0.166666666667,0,1,0.408248290464,1,1,0.0,0,0,0.0,0,0,1.33333333333,1,2,0.516397779494,8,6,0.0,0,0,0.0,0,0,0.333333333333,0,2,0.816496580928,2,1,0.166666666667,0,1,0.408248290464,1,1,0.0,0,0,0.0,0,0
30,USC,S. Gavrilovic,0.333333333333,0,2,0.766964988847,6,3,0.388888888889,0,2,0.607684988914,7,6,0.111111111111,0,1,0.323380833382,2,2,2.61111111111,1,6,1.37793062614,47,18,0.333333333333,0,2,0.766964988847,6,3,1.22222222222,0,5,1.86470485145,22,6,0.833333333333,0,3,0.985184366144,15,10,0.222222222222,0,2,0.548318880553,4,3
38,Colorado,B. Brady,0.2,0,2,0.632455532034,2,1,0.3,0,1,0.48304589154,3,3,0.2,0,1,0.421637021356,2,2,1.9,0,4,1.10050493461,19,9,0.1,0,1,0.316227766017,1,1,0.9,0,3,1.28668393771,9,4,0.6,0,2,0.69920589878,6,5,0.4,0,2,0.69920589878,4,3
38,Colorado,D. Collier,2.18181818182,0,7,1.99145903571,72,22,2.33333333333,0,6,1.42886901662,77,30,1.21212121212,0,6,1.21854359169,40,24,22.5757575758,12,34,5.66254306292,745,33,1.63636363636,0,6,1.74675022932,54,20,7.51515151515,0,21,4.18420551092,248,31,6.12121212121,3,10,2.10293806016,202,33,2.66666666667,0,7,1.53432938663,88,31
38,Colorado,E. Stalzer,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2.0,0,3,1.0,18,8,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.222222222222,0,1,0.440958551844,2,2,0.222222222222,0,1,0.440958551844,2,2
38,Colorado,G. King,3.54545454545,0,9,2.71674102891,117,28,4.54545454545,0,9,2.06293039586,150,32,2.0303030303,0,5,1.4248870237,67,27,25.3333333333,14,41,4.85197554267,836,33,2.69696969697,0,8,2.31145041701,89,28,13.8181818182,1,27,6.53095774683,456,33,10.1515151515,4,19,3.34590432583,335,33,4.45454545455,1,8,1.56306807855,147,33
38,Colorado,J. Fortune,2.27272727273,0,9,2.34883917171,75,23,3.57575757576,1,7,1.69614089609,118,33,1.66666666667,0,5,1.47196014439,55,25,23.0303030303,14,32,4.85724232773,760,33,1.60606060606,0,7,2.01462456086,53,20,10.4242424242,2,21,4.98767420141,344,33,8.93939393939,5,17,2.91482625918,295,33,4.33333333333,0,9,2.14573219826,143,32
38,Colorado,J. Repine,0.0,0,0,0.0,0,0,0.166666666667,0,1,0.408248290464,1,1,0.166666666667,0,1,0.408248290464,1,1,1.33333333333,1,2,0.516397779494,8,6,0.0,0,0,0.0,0,0,0.5,0,3,1.22474487139,3,1,0.5,0,1,0.547722557505,3,3,0.5,0,1,0.547722557505,3,3
38,Colorado,J. Scott,5.70967741935,0,12,3.46596353498,177,29,5.87096774194,0,11,2.20214948757,182,30,0.0967741935484,0,1,0.300537153519,3,3,30.4193548387,16,38,4.78730399807,943,31,4.29032258065,0,9,2.77120369018,133,29,16.1290322581,1,26,5.70813416967,500,31,11.0322580645,3,18,3.73705651521,342,31,0.290322580645,0,1,0.461414375379,9,9
38,Colorado,K. Guzonjic,0.538461538462,0,4,1.19828937903,7,3,0.538461538462,0,2,0.660225291774,7,6,0.153846153846,0,1,0.375533808099,2,2,4.07692307692,2,9,2.53184841771,53,13,0.307692307692,0,3,0.854850414265,4,2,1.53846153846,0,8,2.22168796997,20,7,1.46153846154,0,7,1.89804217618,19,9,0.307692307692,0,2,0.630425171956,4,3
38,Colorado,M. Lombard,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.5,1,2,0.547722557505,9,6,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.166666666667,0,1,0.408248290464,1,1,0.0,0,0,0.0,0,0
38,Colorado,T. Akyazili,1.125,0,7,1.66074215823,36,14,1.28125,0,4,1.22433326161,41,21,0.53125,0,2,0.671271062023,17,14,16.03125,6,38,6.44322287118,513,32,0.75,0,5,1.21814242506,24,12,3.84375,0,10,3.1429324195,123,26,3.8125,1,8,2.08585868448,122,32,1.8125,0,4,1.09064940702,58,28
38,Colorado,T. Fletcher,2.0,0,8,2.12132034356,66,22,2.21212121212,0,7,1.6155025487,73,31,1.06060606061,0,3,0.966287804545,35,23,19.7575757576,6,29,4.62351532272,652,33,1.66666666667,0,7,1.84842275107,55,20,7.15151515152,0,17,4.47298287025,236,32,5.66666666667,2,10,2.02587429686,187,33,3.06060606061,0,6,1.57994054357,101,32
38,Colorado,T. Miller,2.25,0,8,2.56527681962,72,19,2.09375,0,6,1.59352267512,67,27,0.0,0,0,0.0,0,0,15.875,3,27,4.64028642053,508,32,1.375,0,7,1.6991458955,44,18,5.5625,0,19,4.12652708781,178,30,4.46875,0,11,2.48848152948,143,30,0.125,0,1,0.336010752516,4,4
38,Colorado,W. Gordon,3.39393939394,0,11,3.04075847795,112,24,2.30303030303,0,6,1.44665235295,76,29,0.181818181818,0,2,0.464660188642,6,5,27.7272727273,11,45,5.90165616201,915,33,2.39393939394,0,9,2.33103241531,79,23,7.18181818182,0,17,4.53082874217,237,31,5.57575757576,1,10,2.23649143513,184,33,0.454545454545,0,2,0.616994180023,15,13
38,Colorado,X. Talton,1.30303030303,0,6,1.68606139577,43,16,1.42424242424,0,4,1.225517825,47,26,0.666666666667,0,4,0.957427107756,22,15,20.3333333333,7,44,7.08284312029,671,33,1.18181818182,0,6,1.66685604985,39,14,4.69696969697,0,13,3.66985054604,155,29,4.18181818182,1,8,1.87840599736,138,33,1.78787878788,0,6,1.26879804731,59,29
41,Connecticut,A. Brimah,1.45454545455,0,5,1.43849368065,32,13,2.86363636364,0,7,1.90976075653,63,20,0.0,0,0,0.0,0,0,21.5909090909,10,47,7.73771893857,475,22,1.18181818182,0,4,1.25873570872,26,13,6.90909090909,1,18,4.54510821191,152,22,4.27272727273,1,8,2.20781767238,94,22,0.0,0,0,0.0,0,0
41,Connecticut,C. Foxen,0.0,0,0,0.0,0,0,0.222222222222,0,2,0.666666666667,2,1,0.0,0,0,0.0,0,0,1.33333333333,0,4,1.11803398875,12,8,0.0,0,0,0.0,0,0,0.444444444444,0,4,1.33333333333,4,1,0.555555555556,0,3,1.01379375505,5,3,0.333333333333,0,1,0.5,3,3
41,Connecticut,D. Hamilton,2.63636363636,0,14,3.21926021993,87,22,4.42424242424,2,9,2.0468009037,146,33,1.33333333333,0,4,0.889756521003,44,28,31.7272727273,17,55,7.16010093885,1047,33,2.27272727273,0,12,2.80927845799,75,21,12.4545454545,4,32,5.92711412225,411,33,11.3333333333,5,24,3.87835875941,374,33,3.9696969697,1,8,2.00756146364,131,33
41,Connecticut,J. Adams,1.48484848485,0,5,1.50252313046,49,20,2.90909090909,0,8,2.25504484938,96,27,0.30303030303,0,2,0.585493834556,10,8,23.4242424242,11,43,6.8966944212,773,33,1.27272727273,0,4,1.32930261963,42,20,7.39393939394,0,22,5.33818434687,244,30,6.72727272727,1,16,3.50243421845,222,33,1.21212121212,0,4,1.11123736656,40,23
41,Connecticut,K. Facey,0.71875,0,4,1.17045276599,23,11,1.375,0,4,1.15702622158,44,24,0.0,0,0,0.0,0,0,12.875,3,24,5.81849110248,412,32,0.46875,0,2,0.761339015665,15,10,3.21875,0,10,2.76772149214,103,25,2.3125,0,8,1.78592164695,74,30,0.0,0,0,0.0,0,0
41,Connecticut,M. Noyes,0.0,0,0,0.0,0,0,0.222222222222,0,1,0.440958551844,2,2,0.0,0,0,0.0,0,0,1.33333333333,0,4,1.11803398875,12,8,0.0,0,0,0.0,0,0,0.444444444444,0,2,0.881917103688,4,2,0.444444444444,0,2,0.726483157257,4,3,0.0,0,0,0.0,0,0
41,Connecticut,N. Amilo,0.222222222222,0,2,0.666666666667,2,1,0.111111111111,0,1,0.333333333333,1,1,0.0,0,0,0.0,0,0,1.55555555556,0,4,1.13038833052,14,8,0.222222222222,0,2,0.666666666667,2,1,0.444444444444,0,2,0.881917103688,4,2,0.222222222222,0,1,0.440958551844,2,2,0.0,0,0,0.0,0,0
